Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
11.0,0.0,11.0,0.0,0.0,3.0,1.0
3.0,0.0,0.414,2.0,1.889,4.0,2.0
6.0,0.0,3.873,15.0,14.211,4.0,2.0
6.0,0.0,5.986,77.0,73.229,1.0,3.0
17.0,486.0,54.661,342.0,851.468,2.0,0.0
11.0,0.0,11.0,0.0,0.0,1.0,2.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
17.0,0.0,17.0,0.0,0.0,1.0,0.0
9.0,0.0,9.0,0.0,0.0,1.0,0.0
5.0,0.0,6.613,117.0,116.643,4.0,0.0
-6.0,0.0,-6.0,0.0,0.0,1.0,2.0
20.0,503.0,40.473,171.0,513.842,2.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
9.0,0.0,4.419,6.0,5.674,1.0,0.0
10.0,0.0,10.0,0.0,0.0,4.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,2.0
6.0,42.0,5.409,44.0,41.566,5.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
22.0,510.0,44.122,175.0,492.466,3.0,0.0
14.0,126.0,28.892,304.0,393.987,1.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
11.0,0.0,11.0,0.0,0.0,2.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,0.0
20.0,0.0,20.0,0.0,0.0,5.0,1.0
18.0,0.0,18.0,0.0,0.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0
21.0,632.0,41.499,91.0,397.176,1.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
1.0,0.0,-1.231,3.0,2.836,1.0,3.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
14.0,46.0,16.496,123.0,137.147,1.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
10.0,737.0,28.545,93.0,460.105,5.0,1.0
8.0,388.0,27.276,157.0,475.077,5.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
19.0,0.0,16.822,12.0,11.367,3.0,0.0
4.0,0.0,1.118,11.0,10.415,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
15.0,13.0,24.698,263.0,267.67,4.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
22.0,741.0,47.483,100.0,513.439,1.0,0.0
22.0,757.0,46.59,99.0,563.699,2.0,0.0
19.0,345.0,40.638,255.0,479.676,3.0,0.0
19.0,607.0,31.252,74.0,303.623,4.0,0.0
6.0,0.0,6.0,0.0,0.0,2.0,3.0
10.0,899.0,54.79,120.0,1003.534,2.0,0.0
4.0,54.0,2.745,33.0,28.748,1.0,4.0
8.0,0.0,8.0,0.0,0.0,5.0,3.0
1.0,668.0,15.523,49.0,404.9,2.0,1.0
13.0,9.0,19.967,219.0,222.196,2.0,1.0
-1.0,0.0,-1.442,57.0,54.114,4.0,2.0
6.0,568.0,15.787,100.0,316.088,1.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,2.0
7.0,0.0,7.0,0.0,0.0,5.0,0.0
7.0,0.0,12.972,67.0,63.635,5.0,0.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
7.0,44.0,11.189,157.0,170.694,4.0,1.0
10.0,374.0,12.467,62.0,92.919,2.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
23.0,500.0,28.669,49.0,97.623,2.0,0.0
-3.0,0.0,-3.0,0.0,0.0,5.0,2.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
5.0,334.0,4.176,42.0,53.211,3.0,2.0
-2.0,0.0,-2.0,0.0,0.0,2.0,1.0
15.0,209.0,21.359,141.0,221.275,5.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
14.0,612.0,33.5,89.0,366.106,1.0,0.0
15.0,430.0,18.163,56.0,101.558,4.0,1.0
15.0,35.0,11.025,14.0,11.986,3.0,0.0
16.0,568.0,23.331,54.0,127.219,1.0,0.0
7.0,317.0,27.8,172.0,423.072,4.0,0.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
5.0,414.0,7.866,49.0,155.683,3.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,5.0
11.0,0.0,11.0,0.0,0.0,2.0,2.0
19.0,546.0,52.956,253.0,758.455,1.0,0.0
18.0,0.0,19.799,4.0,3.784,1.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
8.0,0.0,8.0,0.0,0.0,4.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,2.0,0.0
10.0,0.0,10.0,0.0,0.0,4.0,3.0
5.0,0.0,4.376,17.0,16.115,2.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
6.0,584.0,25.599,79.0,391.869,3.0,0.0
17.0,6.0,22.936,195.0,193.116,2.0,1.0
2.0,0.0,-0.446,7.0,6.619,4.0,2.0
12.0,0.0,12.0,0.0,0.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
16.0,883.0,60.394,127.0,1011.162,5.0,0.0
-1.0,0.0,-1.0,0.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0,0.0,3.0,1.0
-6.0,0.0,-6.805,31.0,30.376,1.0,6.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
1.0,0.0,1.0,0.0,0.0,5.0,2.0
14.0,0.0,14.0,0.0,0.0,3.0,2.0
4.0,0.0,5.659,117.0,113.867,2.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
15.0,0.0,17.125,118.0,112.846,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
8.0,0.0,3.537,13.0,12.306,4.0,0.0
7.0,0.0,7.0,0.0,0.0,4.0,0.0
8.0,295.0,9.188,51.0,60.908,3.0,1.0
18.0,0.0,18.0,0.0,0.0,2.0,0.0
11.0,0.0,7.799,34.0,32.242,4.0,0.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
6.0,0.0,6.0,0.0,0.0,1.0,2.0
8.0,796.0,38.441,70.0,638.852,4.0,0.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
-4.0,0.0,-4.0,0.0,0.0,4.0,1.0
18.0,712.0,35.932,94.0,415.833,2.0,0.0
16.0,13.0,28.463,238.0,244.245,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
6.0,61.0,4.736,55.0,50.312,5.0,1.0
7.0,550.0,24.481,81.0,313.779,2.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
14.0,670.0,34.46,148.0,574.713,1.0,1.0
17.0,909.0,54.62,70.0,846.392,2.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,4.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
5.0,15.0,7.206,108.0,111.656,2.0,1.0
-2.0,0.0,-2.0,0.0,0.0,5.0,1.0
9.0,328.0,11.7,48.0,149.861,1.0,1.0
9.0,0.0,7.176,33.0,31.282,1.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
7.0,0.0,7.0,0.0,0.0,3.0,2.0
10.0,0.0,8.124,2.0,1.889,1.0,4.0
-8.0,0.0,-8.0,0.0,0.0,2.0,2.0
6.0,0.0,4.193,7.0,6.621,4.0,4.0
3.0,0.0,0.475,4.0,3.78,1.0,2.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0
6.0,0.0,4.44,31.0,29.381,5.0,2.0
7.0,0.0,7.0,0.0,0.0,5.0,3.0
15.0,0.0,16.155,60.0,57.139,5.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
24.0,875.0,66.279,120.0,969.761,5.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,0.0
8.0,0.0,8.0,0.0,0.0,5.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,5.0
19.0,0.0,19.0,0.0,0.0,3.0,0.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
5.0,8.0,9.657,216.0,218.488,5.0,3.0
13.0,500.0,17.927,86.0,198.562,2.0,1.0
9.0,596.0,25.867,50.0,308.185,4.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,4.0
6.0,0.0,5.118,47.0,44.596,3.0,2.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
6.0,449.0,8.966,45.0,157.977,3.0,1.0
9.0,804.0,47.878,164.0,929.214,5.0,0.0
12.0,0.0,12.0,0.0,0.0,3.0,0.0
9.0,0.0,7.619,47.0,44.591,1.0,1.0
18.0,485.0,29.972,80.0,213.363,3.0,0.0
-2.0,530.0,4.508,33.0,244.639,3.0,3.0
20.0,0.0,20.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,1.0
1.0,0.0,1.0,0.0,0.0,2.0,2.0
13.0,0.0,15.026,95.0,90.963,2.0,0.0
12.0,220.0,23.478,148.0,275.495,5.0,0.0
6.0,708.0,23.649,64.0,438.667,1.0,1.0
6.0,762.0,29.125,83.0,622.276,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
7.0,0.0,7.0,0.0,0.0,2.0,0.0
9.0,0.0,9.0,0.0,0.0,5.0,3.0
8.0,40.0,16.734,267.0,299.011,2.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
10.0,734.0,37.342,132.0,611.132,1.0,0.0
11.0,471.0,42.756,229.0,675.884,3.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
21.0,616.0,59.452,243.0,870.182,1.0,0.0
-7.0,0.0,-7.0,0.0,0.0,3.0,4.0
0.0,0.0,-0.155,72.0,70.043,1.0,1.0
7.0,51.0,10.373,137.0,153.174,2.0,1.0
13.0,207.0,36.04,430.0,650.802,4.0,1.0
-2.0,0.0,-2.0,0.0,0.0,3.0,4.0
4.0,0.0,4.0,0.0,0.0,3.0,3.0
8.0,0.0,8.0,0.0,0.0,2.0,3.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,3.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
9.0,0.0,9.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,4.0,3.0
13.0,0.0,19.251,152.0,149.922,2.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
-8.0,0.0,-8.0,0.0,0.0,3.0,2.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
6.0,483.0,15.445,46.0,154.84,5.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
7.0,0.0,8.241,13.0,12.309,3.0,0.0
16.0,856.0,50.321,98.0,779.811,1.0,0.0
14.0,590.0,22.434,82.0,229.912,1.0,0.0
6.0,62.0,6.973,63.0,103.018,4.0,1.0
-5.0,0.0,-5.0,0.0,0.0,5.0,3.0
15.0,0.0,21.186,140.0,133.586,4.0,0.0
19.0,32.0,35.917,316.0,353.64,2.0,0.0
-1.0,287.0,0.38,21.0,111.958,3.0,1.0
18.0,60.0,39.859,367.0,429.372,4.0,0.0
1.0,0.0,1.0,0.0,0.0,5.0,2.0
0.0,468.0,7.89,27.0,206.092,3.0,1.0
5.0,73.0,5.625,31.0,69.22,3.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,2.0
15.0,0.0,15.0,0.0,0.0,5.0,1.0
12.0,0.0,9.416,9.0,8.512,2.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
15.0,0.0,17.575,116.0,110.228,4.0,1.0
18.0,860.0,59.514,120.0,929.122,4.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
12.0,0.0,9.134,5.0,4.728,4.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,2.0
0.0,756.0,20.116,51.0,511.313,3.0,1.0
5.0,15.0,7.609,111.0,121.534,4.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,1.0,2.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
16.0,633.0,29.907,117.0,413.454,4.0,1.0
0.0,0.0,-0.46,17.0,16.331,4.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
4.0,0.0,2.602,31.0,29.381,4.0,3.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
14.0,0.0,14.0,0.0,0.0,5.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,3.0
10.0,0.0,10.0,0.0,0.0,1.0,0.0
14.0,0.0,14.0,0.0,0.0,5.0,2.0
1.0,731.0,20.721,54.0,501.816,3.0,1.0
8.0,0.0,5.059,2.0,1.889,5.0,1.0
15.0,0.0,14.663,45.0,42.698,3.0,0.0
6.0,0.0,5.169,49.0,46.495,3.0,2.0
12.0,0.0,10.59,38.0,36.044,3.0,0.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
9.0,0.0,19.848,137.0,137.06,5.0,0.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
11.0,0.0,11.0,0.0,0.0,5.0,1.0
2.0,0.0,-1.216,3.0,2.835,4.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,0.0
24.0,855.0,65.293,115.0,943.105,1.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
3.0,0.0,0.241,15.0,14.203,2.0,1.0
8.0,858.0,45.42,118.0,911.6,5.0,0.0
21.0,849.0,63.173,122.0,968.2,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
14.0,122.0,29.225,316.0,439.679,1.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
23.0,0.0,25.922,63.0,59.952,3.0,0.0
10.0,687.0,43.424,224.0,920.769,1.0,1.0
11.0,6.0,14.003,129.0,131.846,2.0,1.0
15.0,655.0,27.324,88.0,312.445,1.0,1.0
15.0,17.0,23.153,201.0,203.525,4.0,0.0
16.0,397.0,14.14,50.0,51.865,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,0.0
21.0,647.0,36.647,95.0,369.369,3.0,0.0
15.0,49.0,18.293,138.0,152.73,4.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
11.0,0.0,8.286,10.0,9.469,3.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
-2.0,0.0,-2.0,0.0,0.0,2.0,1.0
11.0,1.0,21.224,168.0,161.6,1.0,0.0
2.0,72.0,2.633,56.0,97.928,1.0,1.0
12.0,543.0,22.381,73.0,268.961,5.0,0.0
16.0,477.0,20.092,67.0,151.612,5.0,0.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
4.0,30.0,9.426,195.0,228.603,2.0,2.0
6.0,683.0,18.469,89.0,378.506,2.0,1.0
9.0,414.0,34.866,276.0,677.485,5.0,1.0
-6.0,0.0,-8.043,12.0,11.366,5.0,3.0
0.0,0.0,0.0,0.0,0.0,4.0,2.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
13.0,0.0,13.0,0.0,0.0,5.0,0.0
3.0,281.0,5.71,48.0,151.982,5.0,1.0
4.0,0.0,1.283,46.0,43.64,2.0,0.0
16.0,386.0,36.856,184.0,384.645,2.0,0.0
22.0,720.0,46.038,92.0,477.561,3.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
-3.0,0.0,-5.229,16.0,15.17,5.0,2.0
-2.0,0.0,-2.0,0.0,0.0,1.0,1.0
10.0,755.0,37.341,157.0,776.45,2.0,1.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
17.0,315.0,28.783,163.0,292.03,1.0,0.0
6.0,5.0,10.135,192.0,191.159,3.0,3.0
16.0,95.0,39.96,419.0,520.636,2.0,0.0
21.0,401.0,56.624,365.0,789.577,1.0,0.0
20.0,0.0,20.0,0.0,0.0,5.0,0.0
4.0,685.0,25.897,81.0,549.386,3.0,0.0
18.0,0.0,18.0,0.0,0.0,2.0,1.0
24.0,836.0,61.83,115.0,879.577,3.0,0.0
18.0,50.0,36.454,360.0,412.1,4.0,0.0
17.0,1.0,20.926,167.0,161.36,5.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
21.0,827.0,61.991,128.0,926.293,3.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
19.0,711.0,50.388,151.0,714.229,3.0,0.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
20.0,825.0,57.589,118.0,879.952,3.0,0.0
12.0,193.0,22.762,128.0,179.75,1.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
10.0,0.0,13.18,127.0,122.478,4.0,0.0
16.0,0.0,16.0,0.0,0.0,4.0,0.0
10.0,519.0,26.361,116.0,433.639,1.0,1.0
7.0,1.0,14.865,171.0,166.054,1.0,0.0
-2.0,0.0,-1.677,88.0,86.778,5.0,2.0
2.0,0.0,2.0,0.0,0.0,1.0,1.0
-3.0,0.0,-3.0,0.0,0.0,5.0,3.0
21.0,777.0,59.374,148.0,910.574,4.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
16.0,223.0,13.17,44.0,33.969,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
15.0,197.0,43.426,432.0,642.854,3.0,0.0
8.0,16.0,15.944,235.0,241.86,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
29.0,863.0,69.99,113.0,947.849,3.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,3.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
9.0,0.0,9.0,0.0,0.0,3.0,1.0
18.0,427.0,29.422,121.0,285.184,2.0,0.0
23.0,842.0,65.92,141.0,993.725,1.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
9.0,0.0,6.64,35.0,33.187,5.0,0.0
6.0,137.0,5.873,29.0,71.982,4.0,3.0
3.0,0.0,3.0,0.0,0.0,4.0,3.0
13.0,365.0,18.321,32.0,88.32,3.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
14.0,0.0,14.0,0.0,0.0,5.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,3.0
13.0,2.0,24.397,178.0,176.325,3.0,0.0
13.0,22.0,18.508,150.0,149.306,3.0,1.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
-8.0,0.0,-8.0,0.0,0.0,4.0,2.0
7.0,429.0,21.384,110.0,382.985,1.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,1.0
0.0,785.0,21.585,51.0,558.027,5.0,1.0
14.0,0.0,14.0,0.0,0.0,2.0,1.0
11.0,867.0,48.108,96.0,786.459,1.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,3.0
11.0,0.0,11.0,0.0,0.0,4.0,0.0
8.0,0.0,8.0,0.0,0.0,1.0,3.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
12.0,9.0,15.777,165.0,160.896,4.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,0.0
7.0,177.0,14.854,184.0,258.489,2.0,1.0
13.0,251.0,33.235,210.0,426.898,4.0,0.0
15.0,0.0,14.663,45.0,42.698,1.0,0.0
-2.0,0.0,-2.0,0.0,0.0,5.0,5.0
5.0,0.0,5.0,0.0,0.0,4.0,0.0
20.0,797.0,56.477,126.0,838.769,4.0,0.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,3.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
17.0,54.0,30.941,219.0,254.853,4.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
20.0,837.0,53.972,115.0,921.948,1.0,1.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,1.0
12.0,622.0,29.553,126.0,416.557,4.0,0.0
13.0,162.0,36.466,437.0,615.871,4.0,1.0
15.0,151.0,11.629,31.0,24.237,4.0,0.0
3.0,0.0,-0.483,35.0,33.191,4.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,1.0
3.0,0.0,0.839,14.0,13.272,4.0,2.0
5.0,0.0,2.559,9.0,8.512,3.0,1.0
-5.0,0.0,-6.548,26.0,27.9,2.0,3.0
-2.0,0.0,-2.0,0.0,0.0,5.0,3.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
11.0,0.0,8.837,23.0,21.804,3.0,1.0
19.0,393.0,22.465,73.0,138.285,1.0,0.0
14.0,0.0,12.527,20.0,18.968,4.0,1.0
3.0,0.0,0.764,12.0,11.362,4.0,2.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
14.0,517.0,18.961,39.0,137.688,1.0,1.0
3.0,0.0,1.075,32.0,30.349,2.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
3.0,0.0,4.074,104.0,102.144,5.0,2.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
22.0,402.0,54.323,324.0,692.61,5.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
20.0,625.0,34.489,70.0,263.976,1.0,0.0
9.0,0.0,9.0,0.0,0.0,3.0,1.0
1.0,649.0,12.846,44.0,367.388,4.0,2.0
13.0,0.0,13.683,81.0,77.001,4.0,1.0
14.0,0.0,14.0,0.0,0.0,5.0,0.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
11.0,0.0,7.799,34.0,32.242,3.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
16.0,0.0,16.028,55.0,52.207,1.0,0.0
22.0,85.0,38.739,256.0,313.941,4.0,0.0
13.0,0.0,13.0,0.0,0.0,3.0,0.0
13.0,0.0,11.026,13.0,12.313,3.0,1.0
13.0,750.0,37.175,134.0,676.758,5.0,1.0
13.0,40.0,10.396,12.0,10.321,5.0,1.0
9.0,727.0,39.959,127.0,620.625,2.0,0.0
-10.0,0.0,-10.0,0.0,0.0,1.0,3.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
-2.0,0.0,-2.0,0.0,0.0,3.0,1.0
18.0,600.0,33.865,95.0,292.964,4.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
21.0,0.0,21.0,0.0,0.0,3.0,1.0
11.0,806.0,44.729,157.0,911.73,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,3.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
14.0,0.0,14.0,0.0,0.0,2.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
17.0,765.0,39.867,94.0,524.314,2.0,0.0
13.0,0.0,11.234,18.0,17.067,4.0,1.0
9.0,214.0,6.756,30.0,23.35,4.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
16.0,818.0,56.371,153.0,924.276,3.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
4.0,0.0,3.326,48.0,45.547,4.0,3.0
7.0,331.0,19.588,122.0,330.966,1.0,1.0
14.0,0.0,14.0,0.0,0.0,2.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
3.0,0.0,1.042,10.0,9.467,2.0,3.0
4.0,0.0,3.49,60.0,56.986,3.0,2.0
12.0,1.0,19.794,131.0,131.834,2.0,0.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
6.0,636.0,14.541,81.0,326.328,1.0,2.0
12.0,82.0,34.267,322.0,401.251,3.0,0.0
14.0,0.0,14.0,0.0,0.0,2.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,2.0
17.0,418.0,50.668,329.0,740.248,4.0,0.0
19.0,785.0,51.138,118.0,733.286,4.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
8.0,0.0,8.0,0.0,0.0,1.0,1.0
12.0,299.0,17.224,40.0,88.729,2.0,0.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,3.0
18.0,0.0,18.0,0.0,0.0,4.0,1.0
22.0,793.0,54.793,113.0,698.493,5.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
12.0,395.0,41.36,292.0,620.932,5.0,0.0
20.0,55.0,25.946,148.0,164.691,5.0,0.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
13.0,339.0,15.281,29.0,78.611,5.0,1.0
16.0,497.0,28.081,108.0,298.933,1.0,0.0
0.0,28.0,2.295,90.0,113.846,4.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
14.0,13.0,26.75,257.0,260.584,3.0,0.0
3.0,232.0,15.667,130.0,306.97,1.0,0.0
7.0,0.0,7.0,0.0,0.0,2.0,0.0
18.0,0.0,18.0,0.0,0.0,1.0,0.0
-4.0,0.0,-4.0,0.0,0.0,2.0,1.0
16.0,170.0,33.63,220.0,354.896,2.0,0.0
21.0,46.0,38.388,315.0,360.007,1.0,0.0
18.0,0.0,18.0,0.0,0.0,3.0,0.0
7.0,1.0,14.865,171.0,166.054,5.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
13.0,318.0,34.146,284.0,597.659,2.0,1.0
7.0,94.0,5.765,50.0,73.81,3.0,0.0
