Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
2.0,0.0,2.0,0.0,0.0,2.0,1.0
8.0,674.0,22.223,70.0,463.747,3.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
11.0,0.0,11.0,0.0,0.0,2.0,2.0
13.0,0.0,9.969,16.0,15.164,4.0,0.0
7.0,182.0,17.475,161.0,280.758,3.0,0.0
19.0,440.0,41.69,186.0,432.258,2.0,0.0
19.0,393.0,22.465,73.0,138.285,2.0,0.0
13.0,500.0,17.927,86.0,198.562,5.0,1.0
4.0,337.0,1.886,36.0,29.994,2.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
-3.0,0.0,-3.0,0.0,0.0,2.0,3.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
19.0,74.0,29.552,157.0,174.753,5.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
6.0,0.0,6.547,97.0,92.791,3.0,1.0
11.0,0.0,11.0,0.0,0.0,5.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,2.0
10.0,0.0,10.0,0.0,0.0,2.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
4.0,0.0,5.704,89.0,84.958,5.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
19.0,870.0,58.025,95.0,858.453,2.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,1.0
15.0,869.0,53.412,91.0,862.395,3.0,0.0
0.0,787.0,13.295,51.0,525.1,1.0,4.0
-2.0,521.0,3.011,27.0,222.014,2.0,4.0
10.0,0.0,10.0,0.0,0.0,2.0,0.0
3.0,573.0,13.802,50.0,340.959,1.0,2.0
9.0,0.0,9.0,0.0,0.0,4.0,0.0
7.0,261.0,24.771,173.0,344.317,5.0,0.0
6.0,0.0,6.0,0.0,0.0,2.0,3.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
4.0,0.0,-1.04,3.0,2.835,5.0,0.0
8.0,0.0,8.0,0.0,0.0,1.0,0.0
22.0,0.0,22.0,0.0,0.0,1.0,0.0
13.0,0.0,15.997,127.0,121.648,1.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,3.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,3.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,1.0
-1.0,575.0,4.952,40.0,297.316,4.0,4.0
18.0,409.0,53.524,353.0,770.158,4.0,0.0
13.0,0.0,13.0,0.0,0.0,1.0,0.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
6.0,485.0,12.251,88.0,194.513,2.0,0.0
14.0,0.0,14.0,0.0,0.0,3.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,1.0
17.0,905.0,57.914,85.0,921.67,5.0,0.0
21.0,410.0,46.591,235.0,520.481,3.0,0.0
8.0,734.0,25.93,87.0,413.592,4.0,0.0
14.0,18.0,22.745,240.0,243.737,1.0,1.0
5.0,0.0,2.853,4.0,3.782,4.0,3.0
15.0,0.0,12.983,44.0,41.746,2.0,0.0
-5.0,0.0,-5.0,0.0,0.0,2.0,4.0
19.0,0.0,21.72,51.0,48.275,2.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,3.0
-9.0,0.0,-9.0,0.0,0.0,1.0,2.0
13.0,97.0,11.082,32.0,26.412,3.0,1.0
12.0,0.0,12.812,74.0,70.553,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
7.0,143.0,31.2,344.0,465.744,1.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,3.0
22.0,0.0,22.0,0.0,0.0,4.0,0.0
8.0,23.0,7.231,28.0,26.406,4.0,2.0
14.0,537.0,23.683,47.0,165.563,5.0,0.0
-7.0,0.0,-7.0,0.0,0.0,3.0,6.0
3.0,0.0,-0.064,7.0,6.621,5.0,1.0
9.0,59.0,25.287,290.0,337.296,2.0,0.0
5.0,0.0,5.46,82.0,80.311,3.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
-4.0,0.0,-4.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
14.0,745.0,38.579,96.0,477.43,5.0,0.0
11.0,0.0,7.635,28.0,26.536,3.0,0.0
6.0,0.0,4.189,9.0,8.528,4.0,3.0
7.0,0.0,3.774,23.0,21.786,3.0,0.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
10.0,809.0,43.056,111.0,674.179,4.0,0.0
12.0,817.0,46.415,103.0,768.078,2.0,0.0
10.0,858.0,53.003,134.0,944.115,4.0,0.0
18.0,0.0,19.781,83.0,78.829,3.0,1.0
8.0,760.0,38.707,109.0,612.872,4.0,0.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,1.0,0.0
17.0,667.0,40.676,128.0,537.438,4.0,0.0
9.0,0.0,9.0,0.0,0.0,1.0,0.0
4.0,0.0,3.49,60.0,56.986,4.0,2.0
13.0,0.0,13.0,0.0,0.0,5.0,1.0
11.0,0.0,13.839,134.0,128.413,5.0,1.0
21.0,451.0,57.05,319.0,788.372,3.0,0.0
-1.0,701.0,15.074,43.0,401.667,2.0,1.0
6.0,219.0,20.181,171.0,346.963,5.0,1.0
17.0,766.0,42.276,95.0,524.675,3.0,0.0
13.0,0.0,13.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,3.0
9.0,0.0,6.398,15.0,14.197,4.0,1.0
3.0,0.0,0.873,15.0,14.198,2.0,2.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
10.0,0.0,10.0,0.0,0.0,3.0,0.0
12.0,0.0,12.0,0.0,0.0,2.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
9.0,0.0,9.0,0.0,0.0,1.0,0.0
2.0,0.0,2.0,0.0,0.0,5.0,2.0
5.0,554.0,16.407,67.0,352.29,1.0,1.0
-1.0,701.0,9.916,48.0,422.047,2.0,3.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
4.0,0.0,3.326,48.0,45.547,2.0,3.0
15.0,0.0,15.0,0.0,0.0,4.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
7.0,0.0,10.151,119.0,116.6,1.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,0.0
4.0,30.0,9.426,195.0,228.603,5.0,2.0
8.0,0.0,9.267,92.0,87.629,4.0,2.0
18.0,0.0,18.0,0.0,0.0,1.0,1.0
7.0,532.0,13.515,50.0,170.42,2.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,3.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
15.0,871.0,57.902,128.0,957.514,4.0,0.0
9.0,0.0,9.0,0.0,0.0,1.0,0.0
-1.0,711.0,9.086,43.0,405.142,3.0,4.0
7.0,767.0,30.604,60.0,522.048,1.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
20.0,519.0,48.647,197.0,575.44,3.0,0.0
21.0,570.0,26.78,64.0,179.925,2.0,0.0
12.0,5.0,16.234,173.0,171.319,5.0,1.0
25.0,374.0,56.346,331.0,687.097,2.0,0.0
17.0,0.0,17.0,0.0,0.0,3.0,1.0
16.0,14.0,23.85,255.0,258.586,1.0,1.0
11.0,0.0,11.506,85.0,80.809,1.0,1.0
11.0,0.0,7.977,30.0,28.464,1.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
16.0,0.0,23.947,45.0,42.726,5.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
13.0,0.0,13.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
5.0,0.0,8.711,97.0,96.22,5.0,2.0
5.0,0.0,5.601,91.0,86.57,4.0,2.0
18.0,738.0,42.114,100.0,549.189,3.0,0.0
21.0,753.0,46.212,101.0,575.556,5.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
3.0,671.0,15.014,47.0,402.478,3.0,2.0
6.0,132.0,5.146,16.0,53.014,1.0,2.0
8.0,109.0,6.515,21.0,16.343,5.0,2.0
6.0,494.0,15.761,144.0,392.194,2.0,4.0
25.0,824.0,57.48,99.0,695.105,5.0,0.0
3.0,0.0,3.0,0.0,0.0,5.0,3.0
11.0,5.0,20.75,194.0,190.483,1.0,0.0
6.0,0.0,10.194,162.0,157.36,5.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,3.0
0.0,594.0,12.389,107.0,529.372,4.0,4.0
10.0,0.0,8.71,47.0,44.61,4.0,1.0
11.0,185.0,9.512,63.0,62.241,2.0,0.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,1.0
9.0,0.0,9.0,0.0,0.0,3.0,3.0
8.0,483.0,28.733,128.0,492.33,4.0,0.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
-1.0,0.0,-1.0,0.0,0.0,5.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
11.0,481.0,19.635,92.0,222.824,1.0,1.0
9.0,851.0,42.125,69.0,715.901,3.0,0.0
10.0,769.0,41.181,103.0,691.942,2.0,0.0
18.0,20.0,29.359,236.0,244.449,2.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,2.0
19.0,578.0,24.052,59.0,168.13,2.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
16.0,0.0,16.0,0.0,0.0,5.0,1.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
12.0,0.0,12.1,52.0,49.228,2.0,1.0
10.0,0.0,8.825,70.0,66.539,5.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
13.0,71.0,8.816,11.0,8.446,3.0,0.0
-9.0,0.0,-9.0,0.0,0.0,2.0,2.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
19.0,0.0,19.0,0.0,0.0,4.0,0.0
4.0,685.0,25.897,81.0,549.386,5.0,0.0
9.0,0.0,17.074,119.0,116.685,5.0,0.0
12.0,24.0,16.022,89.0,97.641,4.0,0.0
22.0,0.0,22.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,0.0
11.0,83.0,11.984,19.0,31.74,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
8.0,0.0,9.175,58.0,55.118,5.0,0.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,4.0
12.0,170.0,38.571,351.0,503.123,2.0,0.0
12.0,635.0,19.307,64.0,292.209,2.0,2.0
16.0,0.0,16.0,0.0,0.0,2.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
-6.0,151.0,-0.996,143.0,263.496,5.0,4.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
6.0,0.0,6.0,0.0,0.0,5.0,2.0
11.0,0.0,14.926,136.0,131.42,5.0,1.0
8.0,0.0,6.024,25.0,23.699,5.0,1.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
17.0,2.0,25.176,174.0,168.227,3.0,0.0
4.0,0.0,-1.088,2.0,1.889,5.0,0.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
8.0,0.0,12.532,9.0,8.518,1.0,0.0
13.0,143.0,18.819,96.0,107.568,2.0,0.0
11.0,0.0,11.529,85.0,80.387,4.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
21.0,127.0,46.428,393.0,539.035,2.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
6.0,263.0,13.322,77.0,204.681,4.0,1.0
25.0,854.0,67.152,126.0,978.915,4.0,0.0
17.0,403.0,23.512,39.0,109.745,2.0,0.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
14.0,0.0,17.574,143.0,136.966,2.0,1.0
16.0,11.0,24.163,236.0,237.804,2.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,3.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,1.0
9.0,301.0,11.228,31.0,89.013,4.0,0.0
20.0,820.0,54.109,117.0,782.096,5.0,0.0
8.0,737.0,29.039,74.0,573.349,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
14.0,0.0,14.0,0.0,0.0,2.0,1.0
12.0,778.0,39.56,79.0,546.684,3.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
17.0,782.0,44.503,62.0,563.249,3.0,0.0
10.0,165.0,32.517,410.0,580.954,2.0,1.0
6.0,246.0,19.845,192.0,387.871,1.0,1.0
6.0,110.0,9.904,72.0,137.776,1.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,2.0
11.0,78.0,35.574,414.0,497.787,4.0,0.0
17.0,382.0,19.412,63.0,122.658,1.0,0.0
14.0,849.0,53.132,99.0,856.256,2.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
15.0,843.0,57.488,158.0,1018.073,3.0,0.0
-7.0,861.0,18.037,61.0,639.932,3.0,1.0
3.0,0.0,0.567,4.0,3.78,4.0,2.0
9.0,0.0,6.954,11.0,10.407,2.0,2.0
15.0,44.0,29.006,345.0,385.857,2.0,1.0
19.0,846.0,61.429,139.0,957.887,3.0,0.0
5.0,485.0,17.474,77.0,325.275,1.0,0.0
13.0,0.0,13.0,0.0,0.0,3.0,0.0
13.0,617.0,25.664,116.0,383.213,2.0,1.0
20.0,244.0,20.105,35.0,27.077,5.0,0.0
3.0,0.0,3.0,0.0,0.0,5.0,3.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
16.0,874.0,54.501,90.0,854.804,4.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,2.0
14.0,227.0,23.212,89.0,173.483,5.0,0.0
11.0,0.0,9.329,21.0,19.905,3.0,1.0
21.0,809.0,58.43,120.0,821.892,4.0,0.0
3.0,567.0,13.444,73.0,409.912,1.0,3.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
1.0,177.0,0.104,16.0,53.887,1.0,2.0
6.0,856.0,40.569,82.0,751.897,1.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
13.0,0.0,13.0,0.0,0.0,2.0,0.0
13.0,0.0,10.463,13.0,12.304,5.0,1.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
14.0,255.0,21.044,104.0,195.956,4.0,0.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
6.0,0.0,4.19,24.0,22.742,1.0,2.0
7.0,424.0,25.578,131.0,430.924,1.0,0.0
10.0,0.0,10.0,0.0,0.0,5.0,0.0
16.0,55.0,37.07,368.0,420.066,5.0,0.0
6.0,255.0,16.69,161.0,352.917,2.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,4.0,2.0
5.0,292.0,9.893,29.0,141.927,2.0,1.0
2.0,0.0,2.0,0.0,0.0,4.0,3.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0,3.0
3.0,0.0,3.0,0.0,0.0,3.0,3.0
16.0,524.0,20.138,57.0,125.934,5.0,1.0
13.0,0.0,14.016,93.0,88.685,1.0,0.0
6.0,308.0,19.472,81.0,246.085,1.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
5.0,0.0,3.057,41.0,39.41,3.0,0.0
19.0,682.0,41.717,109.0,518.97,3.0,0.0
9.0,260.0,13.867,109.0,171.777,3.0,2.0
18.0,569.0,30.887,92.0,314.974,5.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
16.0,9.0,22.97,213.0,211.166,3.0,1.0
8.0,737.0,29.039,74.0,573.349,5.0,1.0
14.0,0.0,14.0,0.0,0.0,5.0,1.0
25.0,674.0,40.626,70.0,290.133,1.0,0.0
14.0,590.0,22.434,82.0,229.912,3.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,4.0
23.0,309.0,42.647,242.0,435.85,5.0,0.0
2.0,0.0,2.0,0.0,0.0,3.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
0.0,638.0,15.12,47.0,380.138,3.0,1.0
19.0,343.0,32.095,144.0,260.232,1.0,0.0
16.0,0.0,16.0,0.0,0.0,5.0,1.0
17.0,26.0,27.872,331.0,358.407,4.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,0.0
15.0,869.0,53.412,91.0,862.395,5.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
5.0,279.0,4.913,34.0,96.92,4.0,0.0
-2.0,0.0,-2.0,0.0,0.0,1.0,2.0
22.0,873.0,63.452,101.0,960.973,3.0,0.0
-4.0,0.0,-4.0,0.0,0.0,3.0,3.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
6.0,118.0,5.302,19.0,54.358,2.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,5.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
2.0,0.0,2.0,0.0,0.0,1.0,2.0
10.0,511.0,14.592,41.0,199.012,3.0,1.0
1.0,0.0,1.0,0.0,0.0,3.0,1.0
12.0,0.0,8.642,32.0,30.331,4.0,0.0
18.0,815.0,48.17,71.0,628.4,2.0,0.0
14.0,0.0,18.616,86.0,81.875,5.0,1.0
1.0,785.0,19.416,57.0,571.12,4.0,2.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
3.0,153.0,14.419,79.0,172.364,1.0,0.0
4.0,0.0,1.4,1.0,0.944,5.0,2.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
5.0,50.0,8.192,120.0,161.565,2.0,1.0
18.0,14.0,27.147,239.0,243.926,1.0,0.0
6.0,0.0,4.041,25.0,23.691,5.0,1.0
9.0,0.0,9.0,0.0,0.0,1.0,1.0
6.0,244.0,6.09,44.0,48.13,3.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
14.0,1.0,21.369,165.0,160.244,1.0,0.0
4.0,0.0,2.103,10.0,9.467,4.0,3.0
7.0,0.0,7.0,0.0,0.0,5.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,1.0
22.0,674.0,37.89,66.0,295.664,1.0,0.0
13.0,627.0,22.133,69.0,301.273,2.0,1.0
7.0,0.0,7.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
8.0,209.0,9.714,34.0,93.301,1.0,2.0
12.0,0.0,17.443,129.0,123.039,2.0,0.0
16.0,0.0,16.0,0.0,0.0,3.0,0.0
9.0,0.0,9.0,0.0,0.0,3.0,1.0
15.0,771.0,34.949,84.0,504.128,2.0,1.0
8.0,513.0,14.675,85.0,201.449,4.0,0.0
14.0,0.0,13.909,63.0,60.009,4.0,1.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
15.0,230.0,19.484,67.0,79.693,1.0,0.0
11.0,21.0,15.245,93.0,102.655,1.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
11.0,152.0,8.737,11.0,31.0,3.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,0.0
-8.0,0.0,-8.0,0.0,0.0,3.0,4.0
3.0,12.0,1.523,28.0,34.672,3.0,2.0
13.0,121.0,11.803,33.0,46.897,5.0,1.0
3.0,0.0,2.453,56.0,53.16,1.0,3.0
15.0,0.0,14.755,61.0,58.045,2.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
8.0,66.0,15.866,178.0,205.933,5.0,1.0
6.0,16.0,8.208,130.0,130.797,1.0,1.0
14.0,0.0,15.104,18.0,17.106,3.0,1.0
10.0,883.0,47.663,99.0,844.06,3.0,0.0
4.0,515.0,14.333,64.0,332.27,4.0,1.0
13.0,0.0,13.0,0.0,0.0,3.0,0.0
0.0,763.0,20.544,59.0,554.51,2.0,1.0
22.0,728.0,46.804,111.0,567.318,1.0,0.0
8.0,864.0,43.893,80.0,774.929,5.0,0.0
13.0,60.0,28.394,240.0,302.424,5.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,4.0
6.0,0.0,5.968,79.0,77.024,1.0,2.0
-3.0,0.0,-3.0,0.0,0.0,3.0,4.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
16.0,815.0,48.777,108.0,682.28,4.0,0.0
8.0,691.0,30.211,55.0,428.41,1.0,0.0
13.0,0.0,14.416,114.0,109.576,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
-2.0,0.0,-2.0,0.0,0.0,1.0,4.0
19.0,0.0,18.264,42.0,39.136,2.0,0.0
7.0,0.0,7.0,0.0,0.0,1.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
4.0,0.0,2.887,33.0,31.314,4.0,1.0
14.0,807.0,56.481,162.0,941.19,1.0,0.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
11.0,78.0,35.574,414.0,497.787,3.0,0.0
12.0,0.0,9.298,5.0,4.726,2.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
-6.0,0.0,-6.0,0.0,0.0,1.0,3.0
25.0,864.0,66.492,105.0,960.942,4.0,0.0
13.0,0.0,13.0,0.0,0.0,1.0,1.0
13.0,193.0,30.309,221.0,372.38,3.0,0.0
8.0,0.0,8.0,0.0,0.0,5.0,0.0
-6.0,0.0,-8.043,12.0,11.366,3.0,3.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
11.0,147.0,23.005,177.0,279.929,3.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
18.0,613.0,41.096,147.0,533.43,2.0,0.0
8.0,90.0,17.329,146.0,201.376,1.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
3.0,0.0,3.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
16.0,502.0,20.76,39.0,132.75,1.0,1.0
17.0,0.0,17.0,0.0,0.0,3.0,0.0
7.0,226.0,30.173,292.0,474.528,1.0,0.0
16.0,0.0,16.0,0.0,0.0,3.0,1.0
16.0,828.0,47.832,80.0,664.656,3.0,0.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
5.0,3.0,9.571,131.0,134.162,5.0,0.0
6.0,833.0,31.162,92.0,685.355,3.0,1.0
12.0,885.0,50.524,98.0,861.906,1.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
6.0,9.0,11.599,218.0,221.135,5.0,2.0
9.0,370.0,26.266,242.0,485.877,5.0,1.0
8.0,681.0,33.511,104.0,523.561,3.0,0.0
12.0,834.0,47.478,120.0,800.556,2.0,0.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
2.0,133.0,5.704,35.0,91.929,2.0,0.0
-6.0,857.0,19.334,61.0,636.79,3.0,1.0
13.0,617.0,25.664,116.0,383.213,4.0,1.0
14.0,857.0,55.886,133.0,927.599,2.0,0.0
5.0,0.0,3.718,34.0,32.235,2.0,3.0
25.0,827.0,57.528,98.0,751.64,2.0,0.0
0.0,339.0,10.023,109.0,334.452,1.0,2.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
8.0,0.0,8.0,0.0,0.0,2.0,2.0
7.0,0.0,7.0,0.0,0.0,1.0,3.0
7.0,0.0,5.812,49.0,46.496,5.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,3.0
15.0,877.0,51.658,86.0,830.325,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
6.0,636.0,14.541,81.0,326.328,3.0,2.0
23.0,800.0,55.519,102.0,693.079,5.0,0.0
17.0,270.0,13.767,31.0,24.415,2.0,0.0
21.0,821.0,62.072,131.0,937.929,3.0,0.0
12.0,919.0,56.785,114.0,1020.251,5.0,0.0
14.0,3.0,17.576,157.0,153.781,3.0,1.0
26.0,863.0,64.058,105.0,851.026,2.0,0.0
16.0,0.0,16.0,0.0,0.0,4.0,0.0
20.0,243.0,21.333,29.0,32.831,1.0,0.0
16.0,0.0,16.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,4.0
11.0,22.0,23.606,228.0,245.484,4.0,0.0
13.0,785.0,44.119,110.0,633.303,4.0,0.0
15.0,771.0,34.949,84.0,504.128,4.0,1.0
18.0,628.0,39.65,105.0,417.797,1.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
16.0,852.0,52.626,95.0,831.579,5.0,0.0
15.0,190.0,25.769,161.0,217.482,1.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
18.0,573.0,25.744,81.0,216.119,5.0,0.0
16.0,0.0,16.0,0.0,0.0,2.0,1.0
7.0,163.0,4.915,21.0,22.543,1.0,1.0
